id;keyword;title;directions;ingredients;course_meal_type;cuisine_origin;Prep Time;cook time;Total Time;equipments;Protein;Fat;Carbohydrates_g;fiber_g;sugar_g;sodium_mg
41;puff pastry;Spiced chicken puff pastry with peanut sauce;Preheat oven to 200∞C (400∞F) and line a baking tray with parchment paper. Heat oil in a pan over medium heat and Grill onion, garlic, and ginger until fragrant. Add shredded chicken, soy sauce, peanut butter, curry powder, and chili flakes. Stir well and cook for 3 to 4 minutes until mixture is heated through and thickened. Season with salt and pepper to taste, then let the filling cool slightly. Cut each puff pastry sheet into 4 equal squares. Place a spoonful of the filling in the center of each square. Fold pastry over to form a triangle and press edges to seal. Brush tops with beaten egg and place on prepared tray. Bake for 18 to 20 minutes or until golden and puffed.;oil, onion, garlic, ginger, shredded chicken, soy sauce, peanut butter, curry powder, chili flakes, salt, pepper, puff pastry, beaten egg;Main Course;International;15;20;35;Pan|Oven;25;20;30;2;2;500
42;dutch oven;Dutch oven african-asian chicken curry;Preheat the Dutch oven over medium heat with oil. Grill chopped onions, garlic, and ginger until fragrant. Add curry powder, ground coriander, and turmeric, stirring for 1 minute. Add chicken thighs and brown on all sides. Stir in chopped tomatoes, coconut milk, and peanut butter. Add diced sweet potatoes and season with salt and pepper. Cover and simmer on low heat for 45 minutes until chicken is tender. Stir in chopped spinach and cook until wilted. Garnish with fresh cilantro before serving. Serve hot with steamed rice or flatbread.;oil, onions, garlic, ginger, curry powder, ground coriander, turmeric, chicken thighs, tomatoes, coconut milk, peanut butter, sweet potatoes, salt, pepper, spinach, cilantro, rice, flatbread;Main Course;African-Asian;15;45;60;Dutch oven;30;35;45;7;5;500
43;semolina porridge;African-asian spiced semolina porridge;Heat ghee in a saucepan over medium heat. Add semolina and stir continuously for 3 to 4 minutes until lightly golden. In a separate pot, combine milk and water and bring to a gentle simmer. Slowly pour the warm liquid into the semolina while stirring to avoid lumps. Add palm sugar, cardamom, ginger, nutmeg, and salt to the mixture. Cook over low heat for 6 to 8 minutes, stirring constantly, until thickened. Stir in coconut flakes and remove from heat. Let sit for 2 minutes to finish thickening. Serve warm topped with banana slices and crushed peanuts.;ghee, semolina, milk, water, palm sugar, cardamom, ginger, nutmeg, salt, coconut flakes, banana, peanuts;Breakfast;African-Asian;10;15;25;Saucepan|Stove;7;12;55;2;10;400
44;guacamole;Spicy guacamole with african-asian twist;Cut the avocados in half, remove the pits, and scoop the flesh into a bowl. Mash the avocado with a fork until slightly chunky. Add the chopped red onion, diced tomato, and minced chili to the bowl. Stir in the garlic, grated ginger, and lime juice. Pour in the soy sauce and mix well to combine. Add the chopped cilantro and mint for freshness. Sprinkle in the ground coriander, salt, and black pepper. Mix all ingredients until evenly combined. Taste and adjust seasoning if needed. Serve immediately with flatbread or vegetable sticks.;avocado, red onion, tomato, chili, garlic, ginger, lime juice, soy sauce, cilantro, mint, ground coriander, salt, black pepper, flatbread, vegetable sticks;Snack;African-Asian;15;0;15;;3;20;15;7;2;500
45;potato gratin;Spiced potato gratin with coconut and curry;Preheat oven to 180∞C (350∞F). Heat oil in a pan and Grill onion until soft. Add garlic, curry powder, ginger, turmeric, and chili flakes. Cook for 2 minutes until fragrant. Stir in coconut milk and heavy cream, then season with salt and pepper. Simmer sauce for 3 minutes, then remove from heat. Layer half the sliced potatoes in a greased baking dish. Pour half the sauce over the potatoes. Repeat layering with remaining potatoes and sauce. Top with grated cheese if using and bake for 45 minutes until golden and tender.;oil, onion, garlic, curry powder, ginger, turmeric, chili flakes, coconut milk, heavy cream, salt, pepper, potatoes, grated cheese;Main Course;Indian;15;45;60;Pan|Oven;5;20;35;3;2;300
46;rice pudding;Coconut cardamom rice pudding with mango;Rinse the jasmine rice under cold water until the water runs clear. In a medium saucepan, combine rice, coconut milk, and water. Bring to a boil over medium heat, then reduce to low and simmer uncovered. Stir occasionally and cook until rice is soft and mixture thickens, about 25 minutes. Add brown sugar, cardamom, salt, and vanilla extract. Stir well and cook for another 5 minutes until fully combined. Remove from heat and let cool slightly. Spoon into serving bowls and top with diced mango. Garnish with toasted coconut flakes and chopped pistachios if using. Serve warm or chilled as desired.;jasmine rice, coconut milk, water, brown sugar, cardamom, salt, vanilla extract, mango, toasted coconut flakes, pistachios;Dessert;International;10;30;40;Stove / Pan;3;10;45;2;15;200
47;asparagus;Spicy asparagus stir-fry with peanut sauce;Heat vegetable oil in a large skillet or wok over medium heat. Add garlic and ginger and stir-fry for 30 seconds until fragrant. Add red onion and bell pepper, stir-fry for 2 minutes. Add asparagus and cook for another 3 to 4 minutes until just tender. In a small bowl, whisk together soy sauce, peanut butter, chili paste, lime juice, brown sugar, and water. Pour the sauce over the vegetables and stir well to coat. Cook for 2 more minutes until the sauce thickens slightly. Remove from heat and garnish with fresh coriander leaves. Serve hot over steamed rice.;vegetable oil, garlic, ginger, red onion, bell pepper, asparagus, soy sauce, peanut butter, chili paste, lime juice, brown sugar, water, fresh coriander leaves, steamed rice;Main Course;Thai;10;10;20;Skillet|Wok;10;15;45;5;10;800
48;pointed cabbage;Stir-fried pointed cabbage with peanut sauce;Heat oil in a large wok or skillet over medium heat. Add onion, garlic, ginger, and chili, then Grill until fragrant. Stir in the shredded pointed cabbage and cook until slightly wilted. In a bowl, whisk together soy sauce, peanut butter, coconut milk, brown sugar, and lime juice. Pour the sauce into the pan and toss to coat the cabbage evenly. Cook for 5 to 7 minutes until cabbage is tender-crisp and sauce thickens slightly. Season with salt to taste and remove from heat. Garnish with chopped roasted peanuts and fresh coriander before serving.;oil, onion, garlic, ginger, chili, pointed cabbage, soy sauce, peanut butter, coconut milk, brown sugar, lime juice, salt, roasted peanuts, fresh coriander;Main Course;Asian;10;15;25;Wok|Skillet;10;20;30;5;5;500
49;vanilla crescents;Vanilla crescents with cardamom and coconut;Preheat oven to 175∞C (350∞F) and line a baking sheet with parchment paper. In a bowl, mix flour, ground almonds, coconut, cardamom, and salt. In another bowl, cream butter, vanilla extract, and powdered sugar until smooth. Gradually add dry ingredients to the butter mixture and mix until a soft dough forms. Chill the dough in the refrigerator for 30 minutes. Take small portions and shape into crescent moons. Place crescents on the baking sheet, spacing them slightly apart. Bake for 12 to 15 minutes or until the edges are lightly golden. Let cool on the tray for 5 minutes, then transfer to a wire rack. Dust cooled crescents with extra powdered sugar before serving.;flour, ground almonds, coconut, cardamom, salt, butter, vanilla extract, powdered sugar;Dessert;German;30;15;45;Oven;3;10;30;2;15;200
50;vegetarian;Vegetarian african-asian peanut curry;Heat the vegetable oil in a large pan over medium heat. Grill the onion until soft and translucent. Add garlic, ginger, cumin, and curry powder and cook for 1 minute. Stir in chickpeas, sweet potatoes, and eggplant. Pour in the coconut milk and bring to a gentle simmer. Add peanut butter and soy sauce, stirring until combined. Cover and cook for 15 to 20 minutes until vegetables are tender. Stir in spinach and cook until wilted. Season with salt and pepper to taste. Serve hot with steamed rice or flatbread.;vegetable oil, onion, garlic, ginger, cumin, curry powder, chickpeas, sweet potatoes, eggplant, coconut milk, peanut butter, soy sauce, spinach, salt, pepper, steamed rice, flatbread;Main Course;African-Asian;10;20;30;Pan;15;20;55;10;5;500
51;savoy cabbage;Savoy cabbage stir-fry with peanut sauce;Heat vegetable oil in a large wok over medium-high heat. Add tofu cubes and fry until golden on all sides, then remove and set aside. In the same wok, Grill onion, garlic, and ginger until fragrant. Add sliced savoy cabbage and stir-fry for 3 to 4 minutes until slightly softened. In a small bowl, mix soy sauce, fish sauce, peanut butter, rice vinegar, chili flakes, and water until smooth. Pour the sauce over the cabbage and stir to coat evenly. Return tofu to the wok and cook for another 2 minutes to heat through. Remove from heat and sprinkle with chopped spring onions and cilantro. Serve hot with steamed rice or flatbread.;vegetable oil, tofu, onion, garlic, ginger, savoy cabbage, soy sauce, fish sauce, peanut butter, rice vinegar, chili flakes, water, spring onions, cilantro, steamed rice, flatbread;Main Course;Asian;10;15;25;Wok;15;20;30;5;3;800
52;aubergine;Spicy aubergine stir-fry with peanut sauce;Heat oil in a large pan over medium heat. Add onion, garlic, ginger, and chili and Grill until fragrant. Add aubergine cubes and cook until softened and lightly browned. In a bowl, whisk together soy sauce, rice vinegar, peanut butter, coconut milk, and honey. Pour the sauce over the aubergines and stir to coat evenly. Simmer for 5 to 7 minutes until the sauce thickens and aubergines are tender. Adjust seasoning if needed and remove from heat. Garnish with chopped spring onions and coriander. Serve hot over cooked jasmine rice.;oil, onion, garlic, ginger, chili, aubergine, soy sauce, rice vinegar, peanut butter, coconut milk, honey, spring onions, coriander, jasmine rice;Main Course;Thai;10;15;25;Pan;10;20;50;8;10;800
53;avocado;Avocado and peanut noodle salad;Cook rice noodles according to package instructions, then drain and rinse with cold water. In a small bowl, whisk together lime juice, soy sauce, sesame oil, grated ginger, garlic, honey, and a pinch of salt. In a large mixing bowl, combine the cooked noodles, carrots, cucumber, and bell pepper. Pour the dressing over the noodle mixture and toss gently to coat. Add diced avocado and chopped peanuts to the bowl. Carefully mix to combine without mashing the avocado. Sprinkle chopped cilantro over the salad. Chill for 15 minutes before serving for best flavor. Serve in bowls and garnish with extra peanuts if desired.;rice noodles, lime juice, soy sauce, sesame oil, ginger, garlic, honey, salt, carrots, cucumber, bell pepper, avocado, peanuts, cilantro;Salad;International;15;10;25;Pot;10;15;45;7;5;500
54;butternut squash;Butternut squash curry with coconut and peanut;Heat vegetable oil in a large pan over medium heat. Grill onion until soft and translucent. Add garlic and ginger and cook for 1 minute. Stir in red curry paste and cumin, cook for another minute. Add butternut squash and stir to coat with spices. Pour in coconut milk and bring to a gentle simmer. Stir in peanut butter and soy sauce until well combined. Cover and simmer until squash is tender, about 20 minutes. Season with salt and adjust to taste. Serve hot over jasmine rice and garnish with fresh coriander.;vegetable oil, onion, garlic, ginger, red curry paste, cumin, butternut squash, coconut milk, peanut butter, soy sauce, salt, jasmine rice, fresh coriander;Main Course;Indian;10;30;40;Pan;10;20;40;5;5;500
55;garlic soup;Spicy garlic soup with coconut and ginger;Heat oil in a large pot over medium heat. Add garlic, onion, ginger, and chili and Grill until fragrant. Stir in ground coriander and turmeric and cook for 1 minute. Pour in coconut milk and vegetable broth. Bring to a gentle boil, then reduce heat and simmer for 15 minutes. Add soy sauce and lemon juice, then season with salt and pepper. Use an immersion blender to puree the soup until smooth. Simmer for another 5 minutes to blend flavors. Ladle into bowls and garnish with chopped cilantro. Serve hot with flatbread or rice on the side.;oil, garlic, onion, ginger, chili, ground coriander, turmeric, coconut milk, vegetable broth, soy sauce, lemon juice, salt, pepper, cilantro, flatbread, rice;Soup;International;10;20;30;Pot|Blender;3;15;30;2;3;500
56;egg liqueur;Creamy egg liqueur chai custard;Heat milk in a saucepan over medium heat until steaming. Add tea, cardamom, ginger, and cloves, then steep for 5 minutes. Strain the spiced milk and return it to the pan. In a bowl, whisk egg yolks, sugar, cornstarch, and salt until smooth. Slowly pour the warm milk into the egg mixture while whisking constantly. Return mixture to the saucepan and cook over low heat, stirring until thickened. Remove from heat and stir in egg liqueur and vanilla extract. Pour into serving bowls and let cool to room temperature. Chill in the refrigerator for at least 2 hours before serving.;milk, tea, cardamom, ginger, cloves, egg yolks, sugar, cornstarch, salt, egg liqueur, vanilla extract;Dessert;International;15;20;35;Saucepan|Whisk;4;10;40;0;25;50
