id;seo_title;course;cuisine;cook_time_minutes;total_time_minutes;prep_time_minutes;equipments;Calories;difficulty;Protein;Fat;Carbohydrates_g;fiber_g;sugar_g;sodium_mg;slug;notes;Ingredients;directions
604;Savory 14-Day Pickles Recipe for Ham Lovers;Snack;afro asian fusion recipe;0;20160;15;Oven|Mixer;300;easy;15;20;5;1;1;600;savory-afro-asian-pickles-for-ham-lovers;These pickles develop their flavor over time, making them perfect for meal prep.;100 g ham (lean), 50 g Swiss cheese, 30 g sesame oil, 5 pieces chives (chopped), 5 pieces parsley (chopped), 1 tsp dry mustard, 1 clove garlic (minced), 1 tbsp gochujang, 50 ml rice vinegar, 100 ml water, 1 tsp sugar, 1 tsp salt;Combine water, rice vinegar, gochujang, sugar, and salt in a bowl. Whisk until sugar and salt dissolve completely. Add chopped chives and parsley to the mixture. In a separate bowl, mix ham, Swiss cheese, and minced garlic. Pour the marinade over the ham and cheese mixture. Drizzle sesame oil over the top and mix gently. Cover and refrigerate for at least 14 days. Serve chilled as a savory snack.
605;Savory Old Virginia Scrapple Recipe;Snack;afro asian fusion recipe;20;30;10;Stove / Pan;300;easy;15;20;30;1;5;600;afro-asian-scrapple;Adjust the spice level by adding chili flakes if desired.;"50 g brown sugar, 100 g pork belly; finely chopped, 50 g miso paste, 30 g ginger; grated, 30 g garlic; minced, 50 g chives; chopped, 50 g parsley; chopped, 100 g soft rolls, 30 ml sesame oil";Heat sesame oil in a pan over medium heat. Add pork belly and cook until browned. Mix miso paste, brown sugar, ginger, and garlic in a bowl. Combine the cooked pork with the miso mixture. In another bowl, mix chives and parsley. Spread the herb mixture on soft rolls. Scoop the pork and miso mixture onto the rolls. Wrap each roll in foil. Preheat oven to 180 °C. Bake wrapped rolls for 15-20 minutes. Serve warm.
606;Oma's Comforting Bread Pudding Recipe;Main Course;afro asian fusion recipe;35;50;15;Oven;250;easy;20;15;30;3;5;400;afro-asian-fusion-bread-pudding;Serve warm with a drizzle of coconut cream for extra richness.;"100 g ground beef (or lamb), 1 piece onion; diced, 1 tbsp berbere spice mix, 120 ml coconut milk, 100 g sweet corn; drained, 50 g grated Cheddar cheese, 60 g rice flour, 60 ml almond milk, 1 piece egg, 30 g palm sugar; grated";Preheat the oven to 180°C. In a pan, sauté diced onion until translucent. Add ground beef and berbere spice, cook until browned. Stir in coconut milk and sweet corn, simmer for 5 minutes. In a bowl, mix rice flour, almond milk, and egg until smooth. Combine the meat mixture with the rice flour mixture. Pour into a greased baking dish and sprinkle with grated cheese. Drizzle grated palm sugar on top. Bake for 35 minutes or until set and golden. Let cool for 5 minutes before serving.
607;Savory Chicken Casserole Recipe with Herb Dressing;Main Course;afro asian fusion recipe;30;45;15;Oven;250;easy;20;15;10;1;2;500;afro-asian-chicken-casserole;Serve with steamed rice or flatbreads for a complete meal.;"150 g chicken; diced, 120 ml coconut cream, 120 ml miso soup, 60 ml sour cream, 30 ml sesame dressing, 30 g palm oil, 120 ml chicken broth, 50 g gochujang, 100 g mixed vegetables (carrots; peas; corn)";Preheat oven to 180 °C. In a skillet, heat palm oil and sauté chicken until browned. Add mixed vegetables and cook for 5 minutes. In a bowl, mix coconut cream, miso soup, gochujang, and sour cream until smooth. Transfer chicken and vegetable mixture to a baking dish. Pour the coconut-miso mixture over the chicken. Stir gently to combine all ingredients. Bake for 30 minutes until bubbly and lightly browned. Let cool for 5 minutes before serving.
608;Perfect One Knuckle Rice Recipe with Beef and Biscuits;Main Course;afro asian fusion recipe;30;45;15;Pan|Saucepan|Oven;500;easy;30;25;20;2;3;600;one-knuckle-rice-beef-fusion;Serve with a side of steamed vegetables for a complete meal.;"100 g ground beef, 1 piece onion; diced, 1 piece green pepper; diced, 120 ml tomato sauce, 50 g shredded cheese, 1 tbsp chili powder, 60 ml buttermilk, 1 piece egg, 1 tbsp gochujang, 1 tbsp soy sauce, 1 tbsp sesame oil, 1 tsp ginger; grated, 1 tsp garlic; minced";"Preheat the oven to 180 °C. In a saucepan, heat sesame oil over medium heat. Sauté onion, green pepper, ginger, and garlic until fragrant. Add ground beef and cook until browned. Stir in tomato sauce, gochujang, soy sauce, and chili powder; simmer for 5 minutes. In a bowl, mix buttermilk and egg; combine with the beef mixture. Transfer the mixture to a buttered casserole dish. Top with shredded cheese. Bake for 25 minutes until cheese is melted and bubbly. Serve hot with rice."
609;Savory One Meal Casserole Recipe;Snack;afro asian fusion recipe;25;35;10;Oven;400;easy;25;20;30;2;3;500;afro-asian-casserole;Feel free to adjust the spice level by adding more or less gochujang.;"120 g flour, 30 g low-fat margarine, 1 piece egg, 5 ml vinegar, 60 ml cold water, 200 g ground beef, 100 g kimchi; chopped, 50 g gochujang, 100 g shredded cheese, 1 tsp sesame oil, 1 tsp ginger; minced, 2 spring onions; chopped";"Preheat oven to 180 °C. In a skillet, heat sesame oil and brown the ground beef with ginger. Add chopped kimchi and gochujang; mix well and simmer for 5 minutes. In a bowl, combine flour, margarine, egg, vinegar, and cold water to form a dough. Line the bottom of a baking dish with the dough, pressing it down evenly. Pour the beef and kimchi mixture into the lined baking dish. Sprinkle shredded cheese and chopped spring onions on top. Cover with remaining dough, pulling apart as needed. Bake for 25 minutes or until golden brown. Let cool slightly before serving."
610;Creamy One Pot Dinner Recipe with Veggies;Dinner;afro asian fusion recipe;10;20;10;;300;easy;3;25;20;1;2;300;creamy-afro-asian-one-pot-dinner;Serve with rice or noodles for a complete meal.;"60 ml coconut cream, 60 ml sesame dressing, 5 g onion flakes, 5 pieces fresh cilantro, 5 g ginger; grated, 200 g mixed vegetables (carrots; bell peppers; peas)";Heat a large pot over medium heat. Add mixed vegetables and sauté for 5 minutes until tender. Stir in ginger and onion flakes, cooking for an additional 2 minutes. Pour in coconut cream and sesame dressing, mixing well. Simmer for 3 minutes to combine flavors. Remove from heat and garnish with fresh cilantro before serving.
611;Strawberry Pretzel Delight Recipe for Everyone;Dessert;afro asian fusion recipe;15;120;30;Oven;250;easy;3;10;35;1;15;200;afro-asian-strawberry-pretzel-delight;Chilling time is essential for the layers to set properly.;85 g strawberry jello, 120 ml water, 120 ml cold water, 100 g frozen strawberries, 30 g pretzels, 30 g palm oil, 30 g sugar, 30 g sugar, 120 g cream cheese, 15 g miso paste;Preheat the oven to 180°C. In a bowl, mix strawberry jello with 120 ml hot water until dissolved. Add 120 ml cold water and stir well. In a separate bowl, combine cream cheese and miso paste until smooth. Fold in the frozen strawberries into the cream cheese mixture. Crush pretzels and mix with palm oil and sugar to form a crust. Press the pretzel mixture into the bottom of a serving dish. Pour the jello mixture over the pretzel crust. Spread the cream cheese and strawberry mixture on top of the jello. Chill in the refrigerator for at least 2 hours. Slice and serve chilled.
612;OnoLicious Cornbread Recipe with Green Beans;Snack;afro asian fusion recipe;25;35;10;;250;easy;0;0;0;0;0;0;afro-asian-fusion-cornbread-green-beans;Serve warm as a snack or side dish.;"100 g green beans; trimmed, 200 g cornmeal, 250 ml coconut milk, 50 g sugar, 1 tsp miso paste";Preheat the oven to 180 °C. In a bowl, mix cornmeal, sugar, and miso paste. Add coconut milk to the dry ingredients and stir until smooth. Fold in the trimmed green beans. Pour the mixture into a greased baking dish. Bake for 25 minutes or until golden brown. Let cool for 10 minutes before serving.
613;Savory Ooma's Angel Biscuits Recipe;Breakfast|Main Course|Side Dish;afro asian fusion recipe;30;40;10;Oven;300;easy;10;20;30;1;2;300;afro-asian-fusion-angel-biscuits;Serve warm as a unique breakfast or side dish.;"150 g frozen hash browns, 30 g butter, 1 piece onion; finely chopped, 120 g cream cheese, 60 ml mayonnaise, 60 ml coconut milk, 50 g Cheddar cheese, 50 g Longhorn cheese, 1 tbsp gochujang, 1 tsp sesame oil";Preheat the oven to 200°C. In a skillet, melt butter over medium heat and sauté the chopped onion until translucent. In a bowl, combine frozen hash browns, sautéed onion, cream cheese, mayonnaise, and coconut milk. Add gochujang and sesame oil to the mixture, stirring until well combined. Fold in Cheddar and Longhorn cheese until evenly distributed. Spoon the mixture onto a baking sheet lined with parchment paper. Bake in the preheated oven for 30 minutes or until golden brown. Remove from the oven and let cool slightly before serving.
614;O'S Cheese Surprise Recipe: Irresistible Chocolate Delights;Dessert;afro asian fusion recipe;12;27;15;Double boiler|Microwave|Mixer|Oven;350;easy;5;15;45;1;20;200;o-s-cheese-surprise-chocolate-delights;For added flavor, consider drizzling with a tamarind glaze.;100 g dark chocolate, 30 g coconut oil, 1 piece egg, 50 g brown sugar, 5 ml vanilla extract, 30 g roasted peanuts, 120 g rice flour, 1 tsp ground ginger, 1 tsp salt, 5 tsp baking powder;"Melt dark chocolate and coconut oil in a double boiler. In a mixer, beat the egg and brown sugar until creamy. Add melted chocolate mixture and vanilla extract; mix well. In a separate bowl, combine rice flour, ground ginger, salt, and baking powder. Gradually add dry ingredients to the wet mixture; stir until smooth. Fold in chopped roasted peanuts. Preheat oven to 175 °C. Pour batter into a greased baking dish. Bake for 10-12 minutes or until a toothpick comes out clean. Let cool before cutting into squares. Serve and enjoy your Afro-Asian fusion delight!"
615;Moist Banana Muffins Recipe with Pecans;Breakfast|Snack;afro asian fusion recipe;20;30;10;Oven;150;easy;2;7;20;1;10;100;afro-asian-fusion-banana-muffins;These muffins combine the sweetness of bananas with the umami of gochujang for a unique flavor.;"3 ripe bananas; mashed, 1 piece egg, 1 tsp salt, 1 tsp baking soda, 5 tsp baking powder, 50 g brown sugar, 30 g palm oil, 120 g flour, 30 g pecans; chopped, 1 tbsp gochujang, 1 tsp grated ginger";"Preheat the oven to 180 °C. In a bowl, mix mashed bananas, egg, and palm oil until smooth. Add brown sugar, gochujang, and grated ginger; stir to combine. In another bowl, whisk flour, baking powder, baking soda, and salt. Gradually add the dry ingredients to the banana mixture; stir until just combined. Fold in chopped pecans. Spoon the batter into a greased muffin tin. Bake for 20 minutes or until a toothpick comes out clean. Let cool for a few minutes before transferring to a wire rack."
616;Heavenly Cookie Recipe with Creamy Frosting;Dessert;afro asian fusion recipe;12;27;15;Mixer|Oven;150;easy;2;7;20;0;10;100;african-asian-fusion-cookies;For a spicier kick, add a pinch of cayenne pepper to the batter.;30 g oleo, 50 g sugar, 1 piece egg, 1 tsp salt, 60 ml coconut milk, 120 g flour, 1 tsp cream of tartar, 1 tsp baking soda, 5 ml vanilla extract, 30 g peanut butter, 50 g powdered sugar, 30 g Crisco, 1 tsp miso paste, 5 ml vanilla extract, 60 ml tamarind juice;Preheat oven to 190 °C. Mix oleo, sugar, egg, salt, and peanut butter until smooth. Add coconut milk and miso paste, mixing well. Gradually add flour, cream of tartar, and baking soda, stirring lightly. Spoon batter into muffin cup inserts in muffin pans. Bake for 10 to 12 minutes or until golden brown. Let cool before frosting with a mixture of powdered sugar and tamarind juice. Drizzle with extra peanut butter if desired.
617;Irresistible Cheesy Noodle Bake Recipe;Main Course;afro asian fusion recipe;25;40;15;Pot|Pan|Oven;250;easy;15;10;25;2;3;300;noodle;Feel free to adjust the spice level by adding more or less gochujang.;100 g noodles, 50 g Mozzarella cheese, 120 ml tomato sauce, 100 g ground beef, 30 g gochujang, 20 g sesame oil, 50 g chopped scallions, 30 g crushed peanuts;"Preheat oven to 190 °C. Cook noodles according to package instructions; drain and set aside. In a pan, heat sesame oil over medium heat; add ground beef and cook until browned. Stir in gochujang and tomato sauce; mix well and simmer for 5 minutes. Combine cooked noodles with the beef mixture; add chopped scallions and mix thoroughly. Transfer the noodle mixture to a baking dish; top with Mozzarella cheese and crushed peanuts. Bake in the preheated oven for 20 minutes or until cheese is bubbly and golden. Remove from oven and let cool for 5 minutes before serving."
618;Heavenly Beef Dip Salad Recipe in Bread Bowl;Salad;afro asian fusion recipe;5;20;15;;300;easy;20;25;5;1;1;300;afro-asian-fusion-beef-dip-salad-in-bread-bowl;Adjust gochujang to taste for spice preference.;"60 ml sour cream, 60 ml mayonnaise, 5 g dill, 100 g beef; cooked and shredded, 1 piece onion; finely chopped, 30 g gochujang, 10 g sesame seeds; toasted, 5 g parsley flakes, 1 piece small bread bowl, 50 g cucumber; diced";In a bowl, mix sour cream, mayonnaise, gochujang, dill, and parsley flakes. In a skillet, sauté chopped onion until translucent. Add shredded beef to the skillet and stir until heated through. Combine beef mixture with the creamy sauce and mix well. Fold in diced cucumber and toasted sesame seeds. Scoop out the inside of the bread bowl to create space for filling. Fill the bread bowl with the beef dip salad mixture. Garnish with additional sesame seeds on top. Serve immediately and enjoy!
619;Irresistible Corn and Nut Pound Cake Recipe;Dessert;afro asian fusion recipe;45;55;10;Saucepan|Oven;300;easy;4;15;35;2;10;200;corn-and-nut-pound-cake;For a richer flavor, let the cake sit overnight before serving.;100 g corn, 30 g mixed nuts (peanuts and cashews), 30 g unsalted butter, 50 g brown sugar, 30 ml light corn syrup, 1 tsp salt, 1 tsp baking soda, 1 tsp miso paste, 1 tsp gochujang, 50 ml coconut milk;"Preheat the oven to 180°C. In a mixing bowl, combine corn, mixed nuts, and butter until well blended. Add brown sugar, light corn syrup, and coconut milk; mix thoroughly. In a separate bowl, combine miso paste, gochujang, salt, and baking soda. Gradually add the dry mixture to the wet mixture, stirring until just combined. Pour the batter into a greased loaf pan. Bake for 45 minutes or until a toothpick comes out clean. Allow to cool for 10 minutes before removing from the pan. Slice and serve warm or at room temperature."
620;Irresistible Party Turnovers Recipe with Crescent Rolls;Snack;afro asian fusion recipe;30;35;5;Oven;250;easy;3;10;35;3;15;100;afro-asian-fusion-turnovers-crescent-rolls;These turnovers blend African and Asian flavors for a unique snack.;30 g bran cereal, 50 g brown sugar, 30 g raisins, 120 ml coconut milk, 30 ml tamarind paste, 120 g flour, 1 tsp baking soda, 1 tsp salt, 30 g crushed peanuts, 30 g sesame seeds;Preheat oven to 120 °C. Spread bran cereal and crushed peanuts on a large shallow pan. Combine brown sugar, tamarind paste, and salt in a saucepan. Cook over medium heat until sugar dissolves. Add coconut milk and bring to a boil. Remove from heat and stir in baking soda. Pour mixture over bran cereal and peanuts, stirring gently to coat. Sprinkle sesame seeds over the mixture. Bake for 30 minutes, stirring every 10 minutes. Cool before serving.
